cohort,survey,spec,sex,rule,ref_censuses,n,wN,clamped_share,position,ridit,ridit_se,bins,q1,q1_se,q2,q2_se,q3,q3_se,q4,q4_se,q5,q5_se,mig_c1_none_primary_incomplete,mig_c1_none_primary_incomplete_se,mex_c1_none_primary_incomplete,diff_c1_none_primary_incomplete,diff_c1_none_primary_incomplete_se,mig_c2_primary,mig_c2_primary_se,mex_c2_primary,diff_c2_primary,diff_c2_primary_se,mig_c3_lower_secondary,mig_c3_lower_secondary_se,mex_c3_lower_secondary,diff_c3_lower_secondary,diff_c3_lower_secondary_se,mig_c4_upper_secondary,mig_c4_upper_secondary_se,mex_c4_upper_secondary,diff_c4_upper_secondary,diff_c4_upper_secondary_se,mig_c5_tertiary,mig_c5_tertiary_se,mex_c5_tertiary,diff_c5_tertiary,diff_c5_tertiary_se
2005-2009,2010,not_enrolled,P,nearest,2010,6187,917180.00000,0.00000,middle (fewer in both tails),0.50316,0.00471,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20706,0.00630,0.17584,0.00520,0.14220,0.00445,0.33194,0.00740,0.14296,0.00516,0.14624,0.00577,0.15287,-0.00663,0.00565,0.23558,0.00728,0.19642,0.03916,0.00727,0.19975,0.00652,0.29490,-0.09514,0.00653,0.28000,0.00774,0.14682,0.13318,0.00767,0.13843,0.00545,0.20900,-0.07056,0.00551
2005-2009,2010,not_enrolled,H,nearest,2010,3272,506030.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48798,0.00629,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.22539,0.00886,0.17102,0.00681,0.13863,0.00608,0.35172,0.01030,0.11323,0.00613,0.14802,0.00780,0.13577,0.01225,0.00768,0.23660,0.00968,0.19347,0.04313,0.00965,0.20266,0.00863,0.30780,-0.10514,0.00865,0.29258,0.01055,0.14866,0.14392,0.01046,0.12014,0.00688,0.21430,-0.09416,0.00692
2005-2009,2010,not_enrolled,M,nearest,2010,2915,411150.00000,0.00000,middle (fewer in both tails),0.52184,0.00616,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.18450,0.00792,0.18176,0.00712,0.14659,0.00598,0.30760,0.00926,0.17955,0.00767,0.14404,0.00764,0.17391,-0.02986,0.00745,0.23431,0.00980,0.20004,0.03426,0.00982,0.19618,0.00893,0.27901,-0.08284,0.00891,0.26452,0.00983,0.14456,0.11996,0.00978,0.16095,0.00781,0.20247,-0.04152,0.00788
2005-2009,2010,both_sex_reference,P,nearest,2010,6402,943109.00000,0.00000,middle (fewer in both tails),0.51006,0.00464,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20033,0.00612,0.17302,0.00510,0.14268,0.00435,0.33228,0.00721,0.15169,0.00519,0.14236,0.00562,0.15198,-0.00962,0.00551,0.22978,0.00712,0.19637,0.03341,0.00710,0.19932,0.00643,0.29423,-0.09491,0.00643,0.27723,0.00758,0.14744,0.12980,0.00752,0.15131,0.00555,0.20998,-0.05867,0.00561
2005-2009,2010,both_sex_reference,H,nearest,2010,3374,518596.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49759,0.00618,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.21492,0.00863,0.16745,0.00669,0.14834,0.00601,0.34231,0.00981,0.12698,0.00626,0.14470,0.00762,0.14046,0.00424,0.00752,0.23120,0.00948,0.19501,0.03618,0.00945,0.20146,0.00850,0.30025,-0.09878,0.00851,0.28997,0.01035,0.15069,0.13928,0.01027,0.13267,0.00703,0.21359,-0.08091,0.00711
2005-2009,2010,both_sex_reference,M,nearest,2010,3028,424513.00000,0.00000,middle (fewer in both tails),0.52530,0.00609,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.18251,0.00769,0.17982,0.00694,0.13576,0.00580,0.32002,0.00947,0.18188,0.00765,0.13951,0.00742,0.16605,-0.02655,0.00722,0.22805,0.00955,0.19803,0.03002,0.00956,0.19669,0.00886,0.28688,-0.09019,0.00885,0.26167,0.00962,0.14346,0.11821,0.00958,0.17407,0.00793,0.20558,-0.03150,0.00796
2005-2009,2010,credential_convention,P,nearest,2010,6402,943109.00000,0.00000,middle (fewer in both tails),0.51037,0.00465,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20163,0.00616,0.17160,0.00508,0.14114,0.00439,0.33335,0.00728,0.15228,0.00521,0.14236,0.00562,0.15185,-0.00949,0.00551,0.22978,0.00712,0.19625,0.03353,0.00711,0.19932,0.00643,0.29540,-0.09609,0.00644,0.33232,0.00796,0.19493,0.13739,0.00787,0.09622,0.00441,0.16157,-0.06535,0.00440
2005-2009,2010,credential_convention,H,nearest,2010,3374,518596.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49485,0.00622,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.22024,0.00870,0.16741,0.00667,0.13758,0.00601,0.35149,0.01012,0.12327,0.00625,0.14470,0.00762,0.13506,0.00964,0.00751,0.23120,0.00948,0.19326,0.03793,0.00945,0.20146,0.00850,0.30821,-0.10675,0.00851,0.34077,0.01072,0.20144,0.13932,0.01059,0.08188,0.00543,0.16202,-0.08015,0.00541
2005-2009,2010,credential_convention,M,nearest,2010,3028,424513.00000,0.00000,middle (fewer in both tails),0.52932,0.00606,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17890,0.00771,0.17672,0.00694,0.14549,0.00589,0.31118,0.00918,0.18771,0.00767,0.13951,0.00742,0.17238,-0.03287,0.00723,0.22805,0.00955,0.19989,0.02816,0.00957,0.19669,0.00886,0.27976,-0.08306,0.00885,0.32200,0.01032,0.18697,0.13503,0.01025,0.11374,0.00636,0.16101,-0.04727,0.00636
2005-2009,2010,split_neutral,P,nearest,2010,6402,943109.00000,0.00000,middle (fewer in both tails),0.51037,0.00465,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20163,0.00616,0.17160,0.00508,0.14114,0.00439,0.33335,0.00728,0.15228,0.00521,0.14236,0.00562,0.15185,-0.00949,0.00551,0.22978,0.00712,0.19625,0.03353,0.00711,0.19932,0.00643,0.29540,-0.09609,0.00644,0.27723,0.00758,0.14716,0.13008,0.00752,0.15131,0.00555,0.20934,-0.05803,0.00560
2005-2009,2010,split_neutral,H,nearest,2010,3374,518596.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49485,0.00622,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.22024,0.00870,0.16741,0.00667,0.13758,0.00601,0.35149,0.01012,0.12327,0.00625,0.14470,0.00762,0.13506,0.00964,0.00751,0.23120,0.00948,0.19326,0.03793,0.00945,0.20146,0.00850,0.30821,-0.10675,0.00851,0.28997,0.01035,0.14894,0.14104,0.01027,0.13267,0.00703,0.21453,-0.08186,0.00708
2005-2009,2010,split_neutral,M,nearest,2010,3028,424513.00000,0.00000,middle (fewer in both tails),0.52932,0.00606,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17890,0.00771,0.17672,0.00694,0.14549,0.00589,0.31118,0.00918,0.18771,0.00767,0.13951,0.00742,0.17238,-0.03287,0.00723,0.22805,0.00955,0.19989,0.02816,0.00957,0.19669,0.00886,0.27976,-0.08306,0.00885,0.26167,0.00962,0.14498,0.11669,0.00958,0.17407,0.00793,0.20299,-0.02892,0.00798
2005-2009,2010,split_low,P,nearest,2010,6402,943109.00000,0.00000,middle (fewer in both tails),0.51037,0.00465,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20163,0.00616,0.17160,0.00508,0.14114,0.00439,0.33335,0.00728,0.15228,0.00521,0.14236,0.00562,0.15185,-0.00949,0.00551,0.22978,0.00712,0.19625,0.03353,0.00711,0.19932,0.00643,0.29540,-0.09609,0.00644,0.27723,0.00758,0.14716,0.13008,0.00752,0.15131,0.00555,0.20934,-0.05803,0.00560
2005-2009,2010,split_low,H,nearest,2010,3374,518596.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49485,0.00622,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.22024,0.00870,0.16741,0.00667,0.13758,0.00601,0.35149,0.01012,0.12327,0.00625,0.14470,0.00762,0.13506,0.00964,0.00751,0.23120,0.00948,0.19326,0.03793,0.00945,0.20146,0.00850,0.30821,-0.10675,0.00851,0.28997,0.01035,0.14894,0.14104,0.01027,0.13267,0.00703,0.21453,-0.08186,0.00708
2005-2009,2010,split_low,M,nearest,2010,3028,424513.00000,0.00000,middle (fewer in both tails),0.52932,0.00606,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17890,0.00771,0.17672,0.00694,0.14549,0.00589,0.31118,0.00918,0.18771,0.00767,0.13951,0.00742,0.17238,-0.03287,0.00723,0.22805,0.00955,0.19989,0.02816,0.00957,0.19669,0.00886,0.27976,-0.08306,0.00885,0.26167,0.00962,0.14498,0.11669,0.00958,0.17407,0.00793,0.20299,-0.02892,0.00798
2005-2009,2010,split_high,P,nearest,2010,6402,943109.00000,0.00000,middle (fewer in both tails),0.51037,0.00465,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20163,0.00616,0.17160,0.00508,0.14114,0.00439,0.33335,0.00728,0.15228,0.00521,0.14236,0.00562,0.15185,-0.00949,0.00551,0.22978,0.00712,0.19625,0.03353,0.00711,0.19932,0.00643,0.29540,-0.09609,0.00644,0.27723,0.00758,0.14716,0.13008,0.00752,0.15131,0.00555,0.20934,-0.05803,0.00560
2005-2009,2010,split_high,H,nearest,2010,3374,518596.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49485,0.00622,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.22024,0.00870,0.16741,0.00667,0.13758,0.00601,0.35149,0.01012,0.12327,0.00625,0.14470,0.00762,0.13506,0.00964,0.00751,0.23120,0.00948,0.19326,0.03793,0.00945,0.20146,0.00850,0.30821,-0.10675,0.00851,0.28997,0.01035,0.14894,0.14104,0.01027,0.13267,0.00703,0.21453,-0.08186,0.00708
2005-2009,2010,split_high,M,nearest,2010,3028,424513.00000,0.00000,middle (fewer in both tails),0.52932,0.00606,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17890,0.00771,0.17672,0.00694,0.14549,0.00589,0.31118,0.00918,0.18771,0.00767,0.13951,0.00742,0.17238,-0.03287,0.00723,0.22805,0.00955,0.19989,0.02816,0.00957,0.19669,0.00886,0.27976,-0.08306,0.00885,0.26167,0.00962,0.14498,0.11669,0.00958,0.17407,0.00793,0.20299,-0.02892,0.00798
2005-2009,2010,12th_no_diploma_as_upper_secondary,P,nearest,2010,6402,943109.00000,0.00000,middle (fewer in both tails),0.51289,0.00467,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20163,0.00616,0.17160,0.00508,0.12847,0.00413,0.34454,0.00730,0.15376,0.00521,0.14236,0.00562,0.15185,-0.00949,0.00551,0.22978,0.00712,0.19625,0.03353,0.00711,0.16601,0.00604,0.29540,-0.12940,0.00604,0.31054,0.00772,0.14716,0.16339,0.00766,0.15131,0.00555,0.20934,-0.05803,0.00560
2005-2009,2010,12th_no_diploma_as_upper_secondary,H,nearest,2010,3374,518596.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49721,0.00625,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.22024,0.00870,0.16741,0.00667,0.12426,0.00564,0.36447,0.01014,0.12363,0.00625,0.14470,0.00762,0.13506,0.00964,0.00751,0.23120,0.00948,0.19326,0.03793,0.00945,0.17050,0.00800,0.30821,-0.13771,0.00801,0.32093,0.01049,0.14894,0.17199,0.01042,0.13267,0.00703,0.21453,-0.08186,0.00708
2005-2009,2010,12th_no_diploma_as_upper_secondary,M,nearest,2010,3028,424513.00000,0.00000,middle (fewer in both tails),0.53204,0.00609,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17890,0.00771,0.17672,0.00694,0.13361,0.00550,0.32020,0.00911,0.19057,0.00767,0.13951,0.00742,0.17238,-0.03287,0.00723,0.22805,0.00955,0.19989,0.02816,0.00957,0.16051,0.00825,0.27976,-0.11925,0.00823,0.29785,0.00998,0.14498,0.15287,0.00994,0.17407,0.00793,0.20299,-0.02892,0.00798
2005-2009,2010,secundaria_as_diploma_0.25,P,nearest,2010,7879,943109.00000,0.00000,middle (fewer in both tails),0.49455,0.00446,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20163,0.00616,0.19447,0.00488,0.17132,0.00429,0.28275,0.00609,0.14982,0.00517,0.14236,0.00562,0.15185,-0.00949,0.00551,0.22978,0.00712,0.19625,0.03353,0.00711,0.26102,0.00613,0.29540,-0.03438,0.00610,0.21553,0.00589,0.14716,0.06837,0.00584,0.15131,0.00555,0.20934,-0.05803,0.00560
2005-2009,2010,secundaria_as_diploma_0.25,H,nearest,2010,4156,518596.00000,0.00000,"bottom (more at bottom, fewer at top)",0.47814,0.00593,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.22024,0.00870,0.19156,0.00640,0.17120,0.00586,0.29471,0.00840,0.12229,0.00624,0.14470,0.00762,0.13506,0.00964,0.00751,0.23120,0.00948,0.19326,0.03793,0.00945,0.26460,0.00810,0.30821,-0.04362,0.00807,0.22684,0.00811,0.14894,0.07790,0.00804,0.13267,0.00703,0.21453,-0.08186,0.00708
2005-2009,2010,secundaria_as_diploma_0.25,M,nearest,2010,3723,424513.00000,0.00000,middle (fewer in both tails),0.51458,0.00587,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17890,0.00771,0.19803,0.00673,0.17147,0.00579,0.26814,0.00788,0.18346,0.00759,0.13951,0.00742,0.17238,-0.03287,0.00723,0.22805,0.00955,0.19989,0.02816,0.00957,0.25665,0.00850,0.27976,-0.02310,0.00846,0.20171,0.00738,0.14498,0.05673,0.00735,0.17407,0.00793,0.20299,-0.02892,0.00798
2005-2009,2010,secundaria_as_diploma_0.5,P,nearest,2010,7879,943109.00000,0.00000,middle (fewer in both tails),0.47872,0.00432,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.20163,0.00616,0.21735,0.00482,0.20150,0.00443,0.23215,0.00515,0.14737,0.00515,0.14236,0.00562,0.15185,-0.00949,0.00551,0.22978,0.00712,0.19625,0.03353,0.00711,0.32273,0.00637,0.29540,0.02732,0.00630,0.15382,0.00432,0.14716,0.00666,0.00428,0.15131,0.00555,0.20934,-0.05803,0.00560
2005-2009,2010,secundaria_as_diploma_0.5,H,nearest,2010,4156,518596.00000,0.00000,"bottom (more at bottom, fewer at top)",0.46144,0.00571,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.22024,0.00870,0.21572,0.00633,0.20482,0.00606,0.23793,0.00703,0.12130,0.00624,0.14470,0.00762,0.13506,0.00964,0.00751,0.23120,0.00948,0.19326,0.03793,0.00945,0.32773,0.00846,0.30821,0.01952,0.00838,0.16370,0.00607,0.14894,0.01477,0.00602,0.13267,0.00703,0.21453,-0.08186,0.00708
2005-2009,2010,secundaria_as_diploma_0.5,M,nearest,2010,3723,424513.00000,0.00000,middle (fewer in both tails),0.49985,0.00574,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17890,0.00771,0.21934,0.00669,0.19744,0.00596,0.22510,0.00692,0.17922,0.00753,0.13951,0.00742,0.17238,-0.03287,0.00723,0.22805,0.00955,0.19989,0.02816,0.00957,0.31662,0.00878,0.27976,0.03686,0.00871,0.14175,0.00524,0.14498,-0.00323,0.00524,0.17407,0.00793,0.20299,-0.02892,0.00798
2010-2014,2015,main,P,nearest,2010,3682,518627.00000,0.08446,"top (fewer at bottom, more at top)",0.56320,0.00639,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.16670,0.00780,0.13546,0.00609,0.14872,0.00607,0.31383,0.00914,0.23529,0.00892,0.12599,0.00713,0.14932,-0.02333,0.00694,0.17524,0.00833,0.18957,-0.01433,0.00826,0.18735,0.00851,0.29500,-0.10765,0.00852,0.27765,0.01001,0.15490,0.12275,0.00990,0.23377,0.00931,0.21120,0.02257,0.00926
2010-2014,2015,main,H,nearest,2010,1905,276913.00000,0.09273,middle (fewer in both tails),0.55181,0.00842,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17586,0.01034,0.13916,0.00811,0.14762,0.00843,0.32774,0.01325,0.20962,0.01158,0.11247,0.00899,0.12727,-0.01480,0.00881,0.17488,0.01123,0.18582,-0.01094,0.01116,0.20167,0.01180,0.31146,-0.10979,0.01189,0.29579,0.01424,0.15743,0.13836,0.01410,0.21519,0.01203,0.21801,-0.00282,0.01201
2010-2014,2015,main,M,nearest,2010,1777,241714.00000,0.07498,"top (fewer at bottom, more at top)",0.57625,0.00856,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.15620,0.01075,0.13123,0.00838,0.14997,0.00815,0.29790,0.01152,0.26470,0.01215,0.14148,0.01052,0.17458,-0.03311,0.01035,0.17566,0.01188,0.19387,-0.01821,0.01178,0.17095,0.01100,0.27614,-0.10520,0.01096,0.25687,0.01286,0.15200,0.10487,0.01272,0.25505,0.01266,0.20340,0.05165,0.01249
2010-2014,2015,nearest_or_next_census,P,nearest_or_next,2010/2020,3682,518627.00000,0.00000,"top (fewer at bottom, more at top)",0.55600,0.00638,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17399,0.00784,0.13149,0.00595,0.15895,0.00620,0.30818,0.00892,0.22739,0.00877,0.12599,0.00713,0.14728,-0.02129,0.00694,0.17524,0.00833,0.18552,-0.01028,0.00826,0.18735,0.00851,0.29239,-0.10504,0.00853,0.27765,0.01001,0.15763,0.12002,0.00988,0.23377,0.00931,0.21718,0.01659,0.00930
2010-2014,2015,nearest_or_next_census,H,nearest_or_next,2010/2020,1905,276913.00000,0.00000,middle (fewer in both tails),0.54378,0.00843,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.18640,0.01052,0.13330,0.00792,0.15925,0.00866,0.31740,0.01273,0.20365,0.01148,0.11247,0.00899,0.12512,-0.01265,0.00880,0.17488,0.01123,0.18143,-0.00655,0.01115,0.20167,0.01180,0.30774,-0.10607,0.01191,0.29579,0.01424,0.16081,0.13498,0.01407,0.21519,0.01203,0.22491,-0.00971,0.01208
2010-2014,2015,nearest_or_next_census,M,nearest_or_next,2010/2020,1777,241714.00000,0.00000,"top (fewer at bottom, more at top)",0.56999,0.00851,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.15976,0.01069,0.12942,0.00814,0.15861,0.00839,0.29761,0.01148,0.25460,0.01189,0.14148,0.01052,0.17266,-0.03118,0.01035,0.17566,0.01188,0.19020,-0.01454,0.01177,0.17095,0.01100,0.27482,-0.10387,0.01097,0.25687,0.01286,0.15400,0.10287,0.01271,0.25505,0.01266,0.20833,0.04672,0.01252
2010-2014,2015,ref2000,P,2000,2000,1909,258489.00000,0.00000,"top (fewer at bottom, more at top)",0.59048,0.00897,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15865,0.00987,0.15211,0.00909,0.10220,0.00759,0.26538,0.01063,0.32166,0.01234,0.18043,0.01120,0.24403,-0.06359,0.01089,0.21478,0.01253,0.23987,-0.02509,0.01254,0.16290,0.01053,0.25166,-0.08876,0.01068,0.22822,0.01284,0.12726,0.10096,0.01274,0.21367,0.01207,0.13719,0.07648,0.01199
2010-2014,2015,ref2000,H,2000,2000,859,120033.00000,0.00000,"top (fewer at bottom, more at top)",0.58404,0.01258,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15933,0.01423,0.15863,0.01383,0.09832,0.01125,0.28293,0.01579,0.30079,0.01641,0.15607,0.01521,0.21065,-0.05458,0.01471,0.21319,0.01823,0.23599,-0.02280,0.01824,0.16784,0.01595,0.27333,-0.10549,0.01644,0.25284,0.01940,0.12359,0.12925,0.01923,0.21007,0.01651,0.15644,0.05362,0.01652
2010-2014,2015,ref2000,M,2000,2000,1050,138456.00000,0.00000,"top (fewer at bottom, more at top)",0.59607,0.01131,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.15805,0.01265,0.14646,0.01159,0.10557,0.00981,0.25017,0.01344,0.33974,0.01613,0.20156,0.01501,0.27296,-0.07140,0.01479,0.21616,0.01669,0.24323,-0.02707,0.01671,0.15861,0.01347,0.23288,-0.07426,0.01337,0.20687,0.01537,0.13044,0.07644,0.01527,0.21679,0.01534,0.12049,0.09630,0.01507
2010-2014,2015,ref2020,P,2020,2020,3682,518627.00000,0.00000,middle (fewer in both tails),0.52845,0.00626,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.19399,0.00819,0.12602,0.00596,0.19282,0.00639,0.30073,0.00848,0.18644,0.00822,0.12599,0.00713,0.13194,-0.00595,0.00693,0.17524,0.00833,0.16336,0.01189,0.00825,0.18735,0.00851,0.29080,-0.10345,0.00852,0.27765,0.01001,0.17280,0.10485,0.00989,0.23377,0.00931,0.24110,-0.00734,0.00931
2010-2014,2015,ref2020,H,2020,2020,1905,276913.00000,0.00000,middle (fewer in both tails),0.51495,0.00820,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20666,0.01115,0.12800,0.00810,0.20108,0.00887,0.29943,0.01147,0.16483,0.01058,0.11247,0.00899,0.11348,-0.00101,0.00880,0.17488,0.01123,0.15933,0.01555,0.01115,0.20167,0.01180,0.29632,-0.09465,0.01189,0.29579,0.01424,0.17963,0.11616,0.01409,0.21519,0.01203,0.25124,-0.03605,0.01208
2010-2014,2015,ref2020,M,2020,2020,1777,241714.00000,0.00000,"top (fewer at bottom, more at top)",0.54392,0.00842,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17947,0.01106,0.12375,0.00790,0.18337,0.00879,0.30222,0.01156,0.21119,0.01122,0.14148,0.01052,0.15309,-0.01161,0.01032,0.17566,0.01188,0.16796,0.00769,0.01174,0.17095,0.01100,0.28447,-0.11352,0.01096,0.25687,0.01286,0.16499,0.09188,0.01272,0.25505,0.01266,0.22949,0.02556,0.01253
2010-2014,2015,arrival_age_18plus,P,nearest,2010,3992,559312.00000,0.15106,"top (fewer at bottom, more at top)",0.55944,0.00621,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.16880,0.00769,0.13343,0.00580,0.15752,0.00601,0.31340,0.00877,0.22686,0.00846,0.12212,0.00681,0.14298,-0.02086,0.00666,0.17314,0.00798,0.18679,-0.01365,0.00792,0.19406,0.00837,0.29842,-0.10436,0.00836,0.28180,0.00967,0.15822,0.12358,0.00958,0.22888,0.00889,0.21359,0.01529,0.00886
2010-2014,2015,arrival_age_18plus,H,nearest,2010,2093,301051.00000,0.16547,middle (fewer in both tails),0.54727,0.00809,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17861,0.01018,0.13803,0.00775,0.15576,0.00819,0.32638,0.01262,0.20122,0.01084,0.10955,0.00873,0.12225,-0.01270,0.00854,0.17469,0.01079,0.18354,-0.00885,0.01073,0.20852,0.01148,0.31448,-0.10596,0.01155,0.29834,0.01366,0.16038,0.13797,0.01353,0.20889,0.01133,0.21935,-0.01046,0.01132
2010-2014,2015,arrival_age_18plus,M,nearest,2010,1899,258261.00000,0.13425,"top (fewer at bottom, more at top)",0.57361,0.00830,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.15736,0.01038,0.12806,0.00803,0.15957,0.00807,0.29827,0.01110,0.25674,0.01163,0.13676,0.00996,0.16714,-0.03038,0.00986,0.17134,0.01135,0.19058,-0.01924,0.01123,0.17719,0.01080,0.27969,-0.10250,0.01075,0.26252,0.01252,0.15570,0.10682,0.01239,0.25219,0.01221,0.20689,0.04530,0.01208
2010-2014,2015,arrival_age_25plus,P,nearest,2010,2878,400344.00000,0.00000,"top (fewer at bottom, more at top)",0.56685,0.00719,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.16364,0.00833,0.14735,0.00713,0.12659,0.00678,0.31096,0.01050,0.25146,0.01021,0.14194,0.00823,0.17512,-0.03318,0.00793,0.19014,0.00978,0.20097,-0.01083,0.00971,0.17936,0.00943,0.28125,-0.10189,0.00944,0.24822,0.01080,0.14134,0.10689,0.01071,0.24034,0.01050,0.20132,0.03902,0.01039
2010-2014,2015,arrival_age_25plus,H,nearest,2010,1436,209446.00000,0.00000,"top (fewer at bottom, more at top)",0.55766,0.00974,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.17335,0.01172,0.14326,0.00944,0.13158,0.00991,0.32567,0.01528,0.22614,0.01354,0.12547,0.01082,0.14742,-0.02195,0.01057,0.18437,0.01329,0.19499,-0.01062,0.01324,0.19102,0.01324,0.29934,-0.10832,0.01338,0.27122,0.01570,0.14561,0.12560,0.01557,0.22792,0.01393,0.21264,0.01528,0.01389
